symbol,date,open,high,low,close,prev_close,total_trade,volume,delivery_qty,delivery_per,vwap
BANKBARODA,2025-04-30,252.0,252.69,249.05,249.93,253.22,56535,8286634,4492483,54.21,250.6
DMART,2025-04-01,4109.75,4163.4,3994.6,4003.6,4083.2,42130,401323,154467,38.49,4073.08
DMART,2025-04-02,4045.0,4131.7,3996.0,4121.45,4003.6,38694,390709,174889,44.76,4073.53
DMART,2025-04-03,4121.45,4195.5,4077.05,4157.8,4121.45,55294,426311,180052,42.23,4148.12
DMART,2025-04-04,4155.0,4155.0,3943.0,4039.9,4157.8,81013,818952,211572,25.83,4019.24
DMART,2025-04-07,3761.2,4037.1,3761.2,4023.15,4039.9,63382,472568,143130,30.29,3958.25
DMART,2025-04-08,4079.0,4100.0,4020.0,4053.85,4023.15,54313,552578,311986,56.46,4063.0
DMART,2025-04-09,4053.85,4151.85,4014.0,4139.3,4053.85,68088,663300,364273,54.92,4114.79
DMART,2025-04-11,4157.0,4192.0,4113.05,4131.5,4139.3,53598,570955,342950,60.07,4152.4
DMART,2025-04-15,4200.0,4227.0,4088.0,4212.7,4131.5,47128,569335,272829,47.92,4167.91
DMART,2025-04-16,4240.0,4265.0,4200.2,4221.5,4212.7,42636,331624,135811,40.95,4227.27
DMART,2025-04-17,4221.0,4397.0,4192.2,4357.1,4221.5,98065,1020665,637093,62.42,4324.32
DMART,2025-04-21,4357.0,4429.0,4321.6,4342.3,4357.1,46404,561592,323412,57.59,4369.63
DMART,2025-04-22,4363.0,4497.0,4315.0,4435.6,4342.3,86646,998024,579003,58.01,4431.95
DMART,2025-04-23,4455.5,4533.8,4434.0,4508.1,4435.6,73207,1223678,778094,63.59,4471.17
DMART,2025-04-24,4509.8,4557.7,4452.0,4498.8,4508.1,65938,1698949,1275674,75.09,4507.38
DMART,2025-04-25,4501.9,4520.7,4350.0,4375.2,4498.8,55705,540513,311301,57.59,4392.93
DMART,2025-04-28,4375.2,4462.3,4351.2,4366.8,4375.2,46630,676462,479257,70.85,4385.92
DMART,2025-04-29,4370.0,4414.7,4288.5,4310.0,4366.8,38500,388125,178947,46.11,4319.66
DMART,2025-04-30,4352.0,4355.0,4147.5,4199.9,4310.0,53635,814008,589565,72.43,4234.9
BANKINDIA,2025-04-01,106.52,111.5,106.26,110.29,107.12,67112,12089356,4681499,38.72,109.86
BANKINDIA,2025-04-02,111.05,112.1,108.05,111.55,110.29,41271,7907441,2974076,37.61,110.6
BANKINDIA,2025-04-03,110.25,118.15,109.58,114.92,111.55,92021,27606403,9903041,35.87,114.81
BANKINDIA,2025-04-04,114.75,115.81,110.63,111.49,114.92,56484,15100808,6021842,39.88,112.59
BANKINDIA,2025-04-07,103.99,108.49,103.0,105.77,111.49,45361,10220616,3322088,32.5,105.77
BANKINDIA,2025-04-08,108.39,110.0,107.2,109.25,105.77,32113,7718332,2669457,34.59,108.72
BANKINDIA,2025-04-09,108.9,109.09,104.51,106.76,109.25,33720,9301804,3661498,39.36,106.63
BANKINDIA,2025-04-11,108.6,109.7,107.13,108.16,106.76,21649,4886516,1679169,34.36,108.1
BANKINDIA,2025-04-15,109.26,111.78,108.85,111.36,108.16,31078,5998656,2861366,47.7,110.38
BANKINDIA,2025-04-16,112.0,116.3,111.53,115.48,111.36,60750,14837452,6076507,40.95,114.59
BANKINDIA,2025-04-17,116.0,117.8,114.8,117.1,115.48,53708,17071220,6561297,38.43,116.53
BANKINDIA,2025-04-21,117.11,121.53,117.11,119.87,117.1,54744,14653740,7027668,47.96,120.18
BANKINDIA,2025-04-22,120.65,121.65,118.54,118.83,119.87,34326,9232904,3791640,41.07,120.14
BANKINDIA,2025-04-23,119.43,119.57,114.82,117.78,118.83,38165,10905130,4144316,38.0,117.03
BANKINDIA,2025-04-24,117.69,119.19,116.79,118.57,117.78,26288,5724055,2318413,40.5,118.39
BANKINDIA,2025-04-25,118.57,118.57,113.7,115.29,118.57,43032,10250155,3529594,34.43,115.79
BANKINDIA,2025-04-28,115.29,119.2,115.29,118.38,115.29,37950,7601791,2627856,34.57,118.13
BANKINDIA,2025-04-29,119.7,121.55,117.16,117.82,118.38,44501,10126876,3679537,36.33,118.64
BANKINDIA,2025-04-30,117.79,117.79,114.58,115.15,117.82,34454,6188498,3223224,52.08,116.3
BPCL,2025-04-01,275.0,287.0,275.0,284.6,278.47,125934,20780255,10815469,52.05,282.87
BPCL,2025-04-02,283.05,288.05,277.7,286.8,284.6,78397,12058406,6516733,54.04,283.72
BPCL,2025-04-03,283.0,291.4,283.0,286.8,286.8,51867,6663148,2960914,44.44,286.98
BPCL,2025-04-04,292.15,295.7,277.05,279.45,286.8,139313,18852567,7393164,39.22,284.94
BPCL,2025-04-07,262.0,279.1,262.0,273.7,279.45,127768,15010047,5817368,38.76,273.51
BPCL,2025-04-08,279.5,287.5,275.1,285.9,273.7,127287,18994276,10621216,55.92,283.18
BPCL,2025-04-09,288.7,290.65,279.6,287.95,285.9,87996,14519066,7501864,51.67,286.72
BPCL,2025-04-11,296.45,296.45,286.5,293.2,287.95,74578,14955235,9290558,62.12,292.3
BPCL,2025-04-15,296.8,296.8,291.1,294.4,293.2,59151,8516322,4986430,58.55,293.17
BPCL,2025-04-16,294.0,300.55,292.55,298.75,294.4,62548,9064723,5171016,57.05,297.73
BPCL,2025-04-17,298.0,301.75,295.45,298.35,298.75,49488,7510897,3838063,51.1,298.48
BPCL,2025-04-21,299.85,305.55,298.0,304.05,298.35,48175,6455955,3450964,53.45,303.41
BPCL,2025-04-22,305.0,308.5,302.65,306.1,304.05,43073,7096150,3737694,52.67,305.53
BPCL,2025-04-23,306.1,306.65,298.3,300.45,306.1,65442,7400827,4025970,54.4,300.92
BPCL,2025-04-24,302.95,305.5,300.3,302.0,300.45,45018,5773985,2526952,43.76,302.74
BPCL,2025-04-25,302.35,304.95,293.3,295.7,302.0,53471,7773037,3754195,48.3,296.6
BPCL,2025-04-28,293.1,310.95,293.1,310.0,295.7,84280,14414879,8185446,56.78,306.66
BPCL,2025-04-29,311.55,315.6,309.8,311.7,310.0,79887,9522966,5279679,55.44,312.51
BPCL,2025-04-30,319.0,322.45,309.0,310.05,311.7,130825,21424437,7222582,33.71,315.98
BEL,2025-04-01,302.0,305.8,290.0,292.0,301.32,266366,33171384,17975135,54.19,298.17
BEL,2025-04-02,289.9,290.75,274.45,282.4,292.0,388113,52653587,20929315,39.75,279.81
BEL,2025-04-03,283.0,288.25,282.6,287.5,282.4,179031,20968721,8130692,38.78,286.0
BEL,2025-04-04,287.1,288.0,278.3,280.0,287.5,160549,19699594,11181160,56.76,282.03
BEL,2025-04-07,257.0,274.5,256.2,272.1,280.0,208401,24954083,11762288,47.14,268.89
BEL,2025-04-08,282.45,288.0,276.6,281.45,272.1,214793,26787606,7887985,29.45,281.62
BEL,2025-04-09,281.0,282.8,276.6,280.15,281.45,102082,11389916,4702726,41.29,279.8
BEL,2025-04-11,283.0,287.0,282.65,285.0,280.15,121027,13883110,7255773,52.26,285.23
BEL,2025-04-15,289.9,294.15,287.55,293.7,285.0,173583,19512440,11571649,59.3,292.21
BEL,2025-04-16,293.5,295.35,291.3,293.6,293.7,115326,12479078,6544749,52.45,293.25
BEL,2025-04-17,293.0,296.6,291.15,295.15,293.6,120621,13609937,6168047,45.32,294.53
BEL,2025-04-21,297.5,301.6,295.15,299.95,295.15,121862,14064356,6707067,47.69,299.62
BEL,2025-04-22,301.0,304.75,299.75,303.35,299.95,103710,11962358,6170214,51.58,303.19
BEL,2025-04-23,305.6,310.3,301.8,305.85,303.35,169771,21918666,10570437,48.23,306.09
BEL,2025-04-24,305.0,308.6,303.45,305.7,305.85,108129,17241517,8071004,46.81,305.61
BEL,2025-04-25,306.8,307.8,293.7,297.6,305.7,145183,20307004,8825901,43.46,298.57
BEL,2025-04-28,296.0,307.85,295.85,305.05,297.6,185562,29913417,16853797,56.34,305.13
BEL,2025-04-29,306.55,319.45,305.8,317.1,305.05,375574,57883471,27604719,47.69,315.97
BEL,2025-04-30,319.0,320.45,312.6,314.1,317.1,208936,24863436,11824899,47.56,315.35
BERGEPAINT,2025-04-01,500.0,505.1,489.75,493.5,500.2,18806,814105,244473,30.03,497.23
BERGEPAINT,2025-04-02,494.0,508.1,486.55,505.1,493.5,14852,520039,141562,27.22,501.34
BERGEPAINT,2025-04-03,500.95,513.6,497.7,511.3,505.1,10151,339443,112647,33.19,508.76
BERGEPAINT,2025-04-04,515.0,521.5,506.3,512.05,511.3,33447,1588941,883044,55.57,512.54
BERGEPAINT,2025-04-07,499.95,515.25,494.5,511.95,512.05,32688,1263089,558238,44.2,504.51
BERGEPAINT,2025-04-08,520.0,538.0,516.85,535.55,511.95,53027,2226260,995199,44.7,532.01
BERGEPAINT,2025-04-09,539.0,551.0,535.35,537.6,535.55,38256,1450416,521797,35.98,539.6
BERGEPAINT,2025-04-11,541.55,542.05,525.55,530.5,537.6,31913,658774,244251,37.08,531.09
BERGEPAINT,2025-04-15,533.5,534.45,520.5,526.4,530.5,31660,851597,319233,37.49,524.45
BERGEPAINT,2025-04-16,528.4,546.85,526.7,542.05,526.4,27685,1045359,401868,38.44,542.19
BERGEPAINT,2025-04-17,542.65,548.6,537.05,543.6,542.05,22940,1294585,690992,53.38,545.55
BERGEPAINT,2025-04-21,547.0,562.0,544.0,553.35,543.6,25952,944764,374940,39.69,554.56
BERGEPAINT,2025-04-22,554.9,582.85,548.9,579.2,553.35,46278,2109067,578661,27.44,573.49
BERGEPAINT,2025-04-23,577.1,594.0,573.75,589.1,579.2,39102,1134427,435493,38.39,581.6
BERGEPAINT,2025-04-24,589.0,595.85,580.65,584.95,589.1,24111,959270,331556,34.56,587.48
BERGEPAINT,2025-04-25,579.75,579.95,550.0,552.5,584.95,30909,721209,209288,29.02,557.39
BERGEPAINT,2025-04-28,547.15,555.35,544.0,553.55,552.5,19245,414276,159754,38.56,548.95
BERGEPAINT,2025-04-29,555.0,559.25,542.1,545.95,553.55,23813,424101,165599,39.05,547.12
BERGEPAINT,2025-04-30,545.95,552.9,539.05,544.2,545.95,20807,526403,363274,69.01,544.94
BRITANNIA,2025-04-01,4890.1,4965.0,4882.55,4900.8,4936.9,67837,557968,406939,72.93,4909.72
BRITANNIA,2025-04-02,4905.8,5055.0,4900.8,5037.4,4900.8,54590,459267,283730,61.78,4989.03
BRITANNIA,2025-04-03,4990.05,5090.0,4982.0,5073.45,5037.4,31357,339959,240789,70.83,5042.33
BRITANNIA,2025-04-04,5033.45,5150.0,4977.85,5023.4,5073.45,82727,722283,492703,68.21,5037.48
BRITANNIA,2025-04-07,4622.0,5072.0,4605.05,5055.85,5023.4,72913,841464,534351,63.5,4980.87
BRITANNIA,2025-04-08,5062.45,5188.1,5038.65,5179.35,5055.85,35439,303185,161031,53.11,5127.12
BRITANNIA,2025-04-09,5149.5,5352.1,5149.5,5339.45,5179.35,67023,549745,269833,49.08,5290.31
BRITANNIA,2025-04-11,5400.75,5400.75,5306.5,5350.2,5339.45,34710,304650,182552,59.92,5345.34
BRITANNIA,2025-04-15,5428.9,5432.0,5309.0,5391.3,5350.2,52017,446075,273989,61.42,5359.77
BRITANNIA,2025-04-16,5350.5,5442.0,5350.5,5416.2,5391.3,27555,215423,123484,57.32,5410.16
BRITANNIA,2025-04-17,5420.0,5469.3,5396.8,5454.6,5416.2,28628,186873,116896,62.55,5444.25
BRITANNIA,2025-04-21,5480.5,5480.5,5370.0,5393.2,5454.6,35417,201975,110360,54.64,5422.63
BRITANNIA,2025-04-22,5440.0,5485.0,5384.0,5435.5,5393.2,28621,286928,186134,64.87,5429.39
BRITANNIA,2025-04-23,5435.5,5549.0,5406.3,5544.3,5435.5,31317,266881,163097,61.11,5480.41
BRITANNIA,2025-04-24,5550.0,5622.7,5427.7,5461.9,5544.3,51162,339754,153305,45.12,5487.78
BRITANNIA,2025-04-25,5462.1,5521.0,5362.0,5420.5,5461.9,34575,244513,146634,59.97,5421.1
BRITANNIA,2025-04-28,5413.0,5481.8,5403.3,5428.8,5420.5,24421,107666,56178,52.18,5435.6
BRITANNIA,2025-04-29,5428.8,5535.0,5405.5,5468.3,5428.8,44361,294207,132294,44.97,5482.81
BRITANNIA,2025-04-30,5484.0,5546.8,5386.1,5438.9,5468.3,27932,284371,183234,64.43,5459.65
BIOCON,2025-04-01,338.5,348.55,338.2,339.1,341.7,20654,1068942,307115,28.73,342.83
BIOCON,2025-04-02,337.85,344.5,334.85,342.05,339.1,17574,937244,246389,26.29,339.92
BIOCON,2025-04-03,349.0,357.4,344.2,345.75,342.05,35875,3567999,810635,22.72,350.33
BIOCON,2025-04-04,342.55,343.2,321.3,327.8,345.75,39152,3716291,1444109,38.86,329.18
BIOCON,2025-04-07,299.1,311.75,299.0,307.5,327.8,49056,2647332,702897,26.55,306.38
BIOCON,2025-04-08,312.05,327.4,308.5,322.3,307.5,50045,4084647,940278,23.02,320.18
BIOCON,2025-04-09,315.65,316.1,305.0,306.3,322.3,39330,3481679,957883,27.51,308.64
BIOCON,2025-04-11,320.0,323.0,313.6,316.55,306.3,28283,3064653,651014,21.24,316.56
BIOCON,2025-04-15,321.0,330.65,319.7,328.85,316.55,31776,3208011,1599476,49.86,327.88
BIOCON,2025-04-16,329.05,331.7,327.45,329.15,328.85,25620,1251281,422995,33.8,329.28
BIOCON,2025-04-17,329.1,333.0,327.55,331.3,329.15,11543,958981,261123,27.23,331.14
BIOCON,2025-04-21,335.8,335.8,329.2,331.9,331.3,45398,1861695,829958,44.58,332.27
BIOCON,2025-04-22,332.45,337.25,327.7,333.8,331.9,36580,2356750,880837,37.38,333.03
BIOCON,2025-04-23,336.15,339.5,333.1,335.7,333.8,32658,2687947,1207469,44.92,336.05
BIOCON,2025-04-24,334.0,335.0,325.05,326.75,335.7,43463,4713095,1443613,30.63,328.12
BIOCON,2025-04-25,326.75,328.4,308.45,311.85,326.75,51483,4326450,1519342,35.12,314.34
BIOCON,2025-04-28,314.85,322.45,313.0,320.85,311.85,32462,2427466,811371,33.42,319.33
BIOCON,2025-04-29,321.0,323.85,316.7,318.85,320.85,17821,1214417,284120,23.4,319.49
BIOCON,2025-04-30,319.45,325.2,317.0,321.8,318.85,24252,2632538,1177965,44.75,322.84
BHEL,2025-04-01,215.15,215.7,210.05,211.69,216.43,82472,16822545,7954641,47.29,212.18
BHEL,2025-04-02,213.1,213.15,207.41,212.58,211.69,62231,9217703,3379255,36.66,210.87
BHEL,2025-04-03,209.16,220.5,209.16,218.68,212.58,68910,14138540,4449599,31.47,215.53
BHEL,2025-04-04,218.68,221.9,213.05,214.45,218.68,130516,20924777,6772514,32.37,217.99
BHEL,2025-04-07,194.0,209.09,193.5,207.7,214.45,140457,19369229,6833683,35.28,204.37
BHEL,2025-04-08,211.0,214.9,208.58,210.94,207.7,51285,9741351,2949878,30.28,211.63
BHEL,2025-04-09,210.94,214.2,205.19,211.81,210.94,58113,10120991,2797420,27.64,210.19
BHEL,2025-04-11,216.0,217.99,212.5,212.97,211.81,45200,7830994,2794270,35.68,214.96
BHEL,2025-04-15,216.0,222.65,214.15,221.8,212.97,78514,13352688,6097362,45.66,220.08
BHEL,2025-04-16,221.8,226.9,220.75,226.0,221.8,89879,16706004,7473833,44.74,224.83
BHEL,2025-04-17,228.0,229.4,224.53,227.39,226.0,79812,14226916,4606840,32.38,227.48
BHEL,2025-04-21,226.16,228.92,220.32,227.19,227.39,130830,25601594,6413312,25.05,225.07
BHEL,2025-04-22,228.0,232.45,227.1,228.32,227.19,67449,10971980,2950633,26.89,229.84
BHEL,2025-04-23,230.4,231.33,224.1,230.53,228.32,55635,9723451,2781678,28.61,228.71
BHEL,2025-04-24,229.0,231.52,226.57,230.5,230.53,60617,13730795,5861188,42.69,229.88
BHEL,2025-04-25,230.98,231.79,217.85,222.37,230.5,93041,18081374,6921716,38.28,222.27
BHEL,2025-04-28,222.37,231.39,221.56,230.31,222.37,87928,11353051,4065417,35.81,228.02
BHEL,2025-04-29,230.3,235.2,230.24,231.33,230.31,137322,16328906,4948725,30.31,232.92
BHEL,2025-04-30,231.5,232.37,225.06,226.84,231.33,66835,8248908,3060631,37.1,228.67
CESC,2025-04-01,153.48,155.3,150.98,152.98,153.86,22666,3018543,1163167,38.53,152.83
CESC,2025-04-02,153.0,154.67,151.25,153.91,152.98,14118,1926545,555180,28.82,153.18
CESC,2025-04-03,151.69,158.5,151.0,157.43,153.91,17702,2690992,1032366,38.36,155.73
CESC,2025-04-04,157.43,158.28,150.1,151.83,157.43,23622,3608025,1329547,36.85,153.25
CESC,2025-04-07,140.0,151.01,140.0,149.46,151.83,38764,4921816,1712205,34.79,146.67
CESC,2025-04-08,153.69,153.69,149.82,150.41,149.46,20375,2196079,514487,23.43,151.27
CESC,2025-04-09,150.0,151.44,147.75,150.05,150.41,21773,1702655,635720,37.34,149.64
CESC,2025-04-11,152.8,154.26,150.92,153.7,150.05,21666,2493589,1210611,48.55,152.91
CESC,2025-04-15,155.5,158.0,155.5,156.98,153.7,16686,2127592,687958,32.34,157.0
CESC,2025-04-16,157.5,158.29,155.59,157.68,156.98,16567,2304235,574957,24.95,157.13
CESC,2025-04-17,157.68,161.64,156.56,158.16,157.68,28183,4269973,1507052,35.29,159.31
CESC,2025-04-21,159.8,162.5,157.9,161.98,158.16,27540,3579838,917826,25.64,160.98
CESC,2025-04-22,163.0,163.5,158.91,159.35,161.98,22024,2886921,1288417,44.63,160.78
CESC,2025-04-23,160.7,161.29,158.45,160.3,159.35,20776,2656673,1044115,39.3,160.02
CESC,2025-04-24,159.99,160.65,157.0,158.6,160.3,22061,2692936,953153,35.39,158.54
CESC,2025-04-25,159.1,159.8,151.6,153.96,158.6,27175,3894582,734482,18.86,154.5
CESC,2025-04-28,152.7,160.36,152.7,159.34,153.96,35310,5125494,891877,17.4,158.01
CESC,2025-04-29,159.99,161.68,156.71,157.17,159.34,19867,2389284,719058,30.1,159.43
CESC,2025-04-30,157.47,161.88,157.36,159.01,157.17,39527,5781451,1496646,25.89,160.32
BHARTIARTL,2025-04-01,1715.0,1765.0,1708.45,1724.15,1733.4,171800,6773056,3968461,58.59,1732.43
BHARTIARTL,2025-04-02,1720.0,1760.4,1716.95,1754.6,1724.15,137465,6431226,4847560,75.38,1747.29
BHARTIARTL,2025-04-03,1748.0,1754.95,1735.45,1746.0,1754.6,91775,2341989,1658298,70.81,1746.33
BHARTIARTL,2025-04-04,1754.5,1770.8,1740.0,1743.45,1746.0,258867,7817334,6061460,77.54,1753.12
BHARTIARTL,2025-04-07,1730.0,1774.75,1669.4,1686.65,1743.45,403223,14870388,9248010,62.19,1708.22
BHARTIARTL,2025-04-08,1720.7,1742.3,1706.8,1720.4,1686.65,251891,7206935,3817127,52.96,1723.59
BHARTIARTL,2025-04-09,1719.65,1726.85,1711.6,1715.55,1720.4,166612,5600666,4184106,74.71,1717.91
BHARTIARTL,2025-04-11,1760.0,1767.0,1732.35,1756.6,1715.55,240119,8340002,6329913,75.9,1756.34
BHARTIARTL,2025-04-15,1808.2,1820.0,1781.1,1798.8,1756.6,225430,10313411,7666037,74.33,1799.9
BHARTIARTL,2025-04-16,1802.4,1826.5,1794.1,1822.6,1798.8,169343,6180958,4951060,80.1,1810.55
BHARTIARTL,2025-04-17,1834.0,1897.7,1825.7,1889.1,1822.6,285724,10894325,6889377,63.24,1866.68
BHARTIARTL,2025-04-21,1898.4,1904.3,1868.6,1883.4,1889.1,154074,3501123,2175496,62.14,1881.04
BHARTIARTL,2025-04-22,1888.0,1888.0,1836.8,1852.2,1883.4,196921,6155127,3939967,64.01,1856.49
BHARTIARTL,2025-04-23,1867.0,1885.9,1836.1,1881.6,1852.2,149770,6855027,4738396,69.12,1861.63
BHARTIARTL,2025-04-24,1874.5,1877.8,1839.5,1845.6,1881.6,136668,5180688,3576556,69.04,1849.47
BHARTIARTL,2025-04-25,1846.7,1861.7,1806.0,1817.2,1845.6,123799,4570083,2877731,62.97,1822.78
BHARTIARTL,2025-04-28,1836.0,1838.9,1813.4,1821.8,1817.2,100779,3301891,2037521,61.71,1822.3
BHARTIARTL,2025-04-29,1823.7,1847.8,1817.6,1823.8,1821.8,153385,4684155,2833135,60.48,1829.51
BHARTIARTL,2025-04-30,1837.0,1876.9,1827.0,1864.5,1823.8,152336,9139821,6381889,69.83,1854.65
CGPOWER,2025-04-01,636.65,646.0,610.25,615.0,638.5,68429,3111743,1219935,39.2,623.79
CGPOWER,2025-04-02,610.0,628.05,606.75,623.6,615.0,53408,2398461,1250200,52.13,619.23
CGPOWER,2025-04-03,618.0,626.4,607.75,615.95,623.6,40983,2331069,1252758,53.74,615.87
CGPOWER,2025-04-04,612.55,619.15,570.75,575.2,615.95,79671,4572903,2712069,59.31,587.97
CGPOWER,2025-04-07,520.0,555.4,517.7,540.5,575.2,92164,4729481,2555569,54.03,540.27
CGPOWER,2025-04-08,556.0,562.5,538.2,549.4,540.5,93202,2806157,1332109,47.47,548.55
CGPOWER,2025-04-09,550.0,555.0,537.6,551.0,549.4,58813,2178868,941800,43.22,546.53
CGPOWER,2025-04-11,555.05,575.0,550.2,572.4,551.0,144778,3044863,1237290,40.64,564.87
CGPOWER,2025-04-15,589.9,591.0,580.0,589.25,572.4,53290,2132994,1116775,52.36,585.29
CGPOWER,2025-04-16,593.0,599.9,587.0,598.75,589.25,39483,1731321,842337,48.65,596.72
CGPOWER,2025-04-17,598.0,622.95,596.15,619.85,598.75,94528,3434021,1250029,36.4,613.73
CGPOWER,2025-04-21,628.45,652.55,624.55,650.6,619.85,75539,3396337,1572865,46.31,642.75
CGPOWER,2025-04-22,652.0,653.85,636.0,645.3,650.6,43195,2100885,932862,44.4,642.73
CGPOWER,2025-04-23,649.05,662.0,644.5,660.15,645.3,56758,2495549,1075989,43.12,654.62
CGPOWER,2025-04-24,660.5,663.15,641.95,646.0,660.15,47312,1828242,810320,44.32,649.96
CGPOWER,2025-04-25,649.0,649.35,617.7,633.1,646.0,93806,3224438,1425245,44.2,630.5
CGPOWER,2025-04-28,626.0,641.0,625.15,633.6,633.1,41738,1823889,840174,46.06,634.71
CGPOWER,2025-04-29,635.1,645.0,634.4,638.45,633.6,28902,1110433,396923,35.74,639.73
CGPOWER,2025-04-30,638.0,638.45,614.95,626.8,638.45,75100,3427523,1964936,57.33,624.46
CANBK,2025-04-01,88.53,90.68,88.1,90.0,89.0,52078,14596862,5155303,35.32,89.75
CANBK,2025-04-02,90.5,91.33,88.5,91.1,90.0,63890,18479410,8459788,45.78,90.35
CANBK,2025-04-03,90.0,95.19,89.75,94.38,91.1,103040,38514763,13982563,36.3,93.3
CANBK,2025-04-04,94.41,94.8,89.7,90.39,94.38,96386,33552098,14262402,42.51,91.7
CANBK,2025-04-07,83.7,87.92,83.7,87.1,90.39,116388,29326338,11812983,40.28,86.61
CANBK,2025-04-08,89.0,89.84,87.6,89.43,87.1,81552,21516232,8149201,37.87,88.87
CANBK,2025-04-09,89.66,90.2,87.15,88.42,89.43,73857,21829542,7644809,35.02,88.55
CANBK,2025-04-11,89.95,91.4,88.86,90.54,88.42,86065,22091340,8387266,37.97,90.34
CANBK,2025-04-15,92.83,92.94,91.28,92.69,90.54,95961,31990152,12668927,39.6,92.22
CANBK,2025-04-16,92.97,94.94,92.5,94.7,92.69,89160,27215945,11198970,41.15,94.34
CANBK,2025-04-17,94.98,96.6,94.6,96.02,94.7,80747,31763625,13559095,42.69,95.76
CANBK,2025-04-21,96.8,99.49,96.5,99.0,96.02,116518,27799862,11373307,40.91,98.42
CANBK,2025-04-22,100.11,102.63,99.3,100.66,99.0,132013,49276193,16645118,33.78,101.27
CANBK,2025-04-23,101.15,101.3,97.54,99.45,100.66,95144,41477808,19300818,46.53,99.24
CANBK,2025-04-24,99.5,100.3,99.0,99.39,99.45,75097,27747894,12279301,44.25,99.68
CANBK,2025-04-25,99.4,99.71,96.02,96.53,99.39,95026,41413435,20580544,49.7,97.26
CANBK,2025-04-28,96.26,99.0,95.87,98.45,96.53,90293,28301422,12391411,43.78,98.05
CANBK,2025-04-29,99.25,101.39,98.8,99.33,98.45,127991,47026479,22241963,47.3,99.98
CANBK,2025-04-30,99.0,99.0,96.95,97.45,99.33,67602,23757351,12293142,51.74,97.68
CDSL,2025-04-01,1219.0,1222.25,1194.0,1197.8,1220.05,113385,3060117,1078428,35.24,1206.84
CDSL,2025-04-02,1201.9,1225.9,1192.55,1221.45,1197.8,92862,3007043,710303,23.62,1214.16
CDSL,2025-04-03,1208.0,1240.0,1203.0,1238.3,1221.45,98221,3425692,1040871,30.38,1230.27
CDSL,2025-04-04,1240.0,1242.0,1185.0,1199.85,1238.3,147865,4443755,1534263,34.53,1204.62
CDSL,2025-04-07,1079.9,1169.0,1079.9,1143.8,1199.85,239721,5195672,1529842,29.44,1128.04
CDSL,2025-04-08,1190.0,1206.4,1160.05,1171.95,1143.8,157040,3902247,891751,22.85,1175.94
CDSL,2025-04-09,1169.0,1173.55,1140.6,1146.65,1171.95,102420,2230395,766671,34.37,1155.07
CDSL,2025-04-11,1190.0,1190.0,1162.0,1168.0,1146.65,105081,2544305,770007,30.26,1171.19
CDSL,2025-04-15,1190.0,1231.0,1180.0,1227.4,1168.0,108019,3779299,1303052,34.48,1214.35
CDSL,2025-04-16,1239.0,1239.0,1221.3,1232.2,1227.4,86811,2790449,834213,29.9,1230.38
CDSL,2025-04-17,1230.0,1249.8,1218.0,1241.9,1232.2,105436,4032112,1121828,27.82,1239.0
CDSL,2025-04-21,1251.0,1315.0,1248.4,1306.8,1241.9,219537,8458914,2305321,27.25,1287.5
CDSL,2025-04-22,1322.5,1334.7,1305.0,1312.6,1306.8,164953,6473593,2208035,34.11,1320.61
CDSL,2025-04-23,1322.0,1368.3,1297.7,1360.9,1312.6,206682,8199720,2571484,31.36,1336.68
CDSL,2025-04-24,1362.0,1377.9,1345.5,1367.4,1360.9,167707,6970592,2190344,31.42,1364.41
CDSL,2025-04-25,1370.0,1378.9,1291.4,1330.9,1367.4,279188,9992155,2984969,29.87,1323.55
CDSL,2025-04-28,1330.9,1346.8,1312.9,1339.1,1330.9,131321,4813144,1383606,28.75,1336.44
CDSL,2025-04-29,1346.5,1376.2,1343.0,1346.2,1339.1,108441,3707540,1134871,30.61,1357.93
CDSL,2025-04-30,1340.0,1342.0,1310.3,1320.0,1346.2,103618,3086189,1215791,39.39,1322.7
CHOLAFIN,2025-04-01,1523.0,1523.9,1460.0,1468.25,1519.95,62827,1585585,920948,58.08,1484.74
CHOLAFIN,2025-04-02,1471.0,1479.6,1452.6,1460.25,1468.25,44935,1356661,920340,67.84,1461.4
CHOLAFIN,2025-04-03,1454.0,1472.6,1426.25,1445.45,1460.25,65387,1029616,524994,50.99,1449.52
CHOLAFIN,2025-04-04,1445.0,1462.65,1433.05,1453.3,1445.45,65291,1303321,682555,52.37,1449.96
CHOLAFIN,2025-04-07,1445.0,1445.0,1358.65,1386.1,1453.3,150771,2219214,1165755,52.53,1384.32
CHOLAFIN,2025-04-08,1414.0,1470.0,1412.05,1463.3,1386.1,116116,2682517,1591058,59.31,1447.35
CHOLAFIN,2025-04-09,1475.0,1475.0,1390.0,1430.6,1463.3,96929,2837371,1579844,55.68,1429.36
CHOLAFIN,2025-04-11,1473.0,1498.6,1457.05,1475.7,1430.6,73473,1785510,1075748,60.25,1473.39
CHOLAFIN,2025-04-15,1520.0,1579.0,1487.9,1560.3,1475.7,83415,2497699,1589985,63.66,1542.82
CHOLAFIN,2025-04-16,1570.0,1629.9,1543.0,1611.9,1560.3,71579,2052940,1034506,50.39,1578.55
CHOLAFIN,2025-04-17,1605.0,1609.8,1561.9,1587.3,1611.9,91763,1816329,844424,46.49,1580.95
