symbol,date,open,high,low,close,prev_close,total_trade,volume,delivery_qty,delivery_per,vwap
JIOFIN,2025-04-04,230.05,230.35,220.8,222.32,230.41,146438,20832533,11014859,52.87,223.93
JIOFIN,2025-04-07,203.1,215.0,203.1,213.52,222.32,274102,25772065,11060052,42.91,210.67
JIOFIN,2025-04-08,217.0,225.5,216.62,224.81,213.52,150831,25131280,8323894,33.12,221.41
JIOFIN,2025-04-09,224.0,224.0,218.25,220.92,224.81,135433,19372735,7888161,40.72,220.49
JIOFIN,2025-04-11,225.78,230.98,223.72,230.02,220.92,143791,24630876,12231881,49.66,228.08
JIOFIN,2025-04-15,235.9,239.49,232.6,238.57,230.02,151900,27663804,14687612,53.09,236.01
JIOFIN,2025-04-16,239.05,242.75,237.26,242.28,238.57,169243,27720767,12433769,44.85,241.23
JIOFIN,2025-04-17,242.94,248.0,238.3,246.47,242.28,189979,30422206,10488246,34.48,243.57
JIOFIN,2025-04-21,250.0,250.0,244.5,246.38,246.47,228473,31786610,14996898,47.18,247.01
JIOFIN,2025-04-22,245.5,251.34,243.7,250.56,246.38,143908,30235264,13130560,43.43,248.08
JIOFIN,2025-04-23,252.0,258.55,251.39,258.14,250.56,187743,37568336,17311019,46.08,255.78
JIOFIN,2025-04-24,258.0,259.8,256.5,258.78,258.14,118106,17152009,7692106,44.85,258.43
JIOFIN,2025-04-25,258.78,261.62,249.1,253.05,258.78,227469,33348716,13152718,39.44,254.06
JIOFIN,2025-04-28,252.39,259.7,252.3,257.9,253.05,115267,19380922,7406998,38.22,256.95
JIOFIN,2025-04-29,258.1,259.75,255.6,257.63,257.9,91018,12494831,4935837,39.5,257.64
JIOFIN,2025-04-30,256.0,263.3,255.2,260.42,257.63,162742,32058337,13574371,42.34,260.13
JKCEMENT,2025-04-01,4949.5,5030.0,4900.0,4932.4,4932.65,20234,73099,33176,45.39,4953.67
JKCEMENT,2025-04-02,4886.65,5084.95,4860.8,4992.6,4932.4,21003,114006,70213,61.59,4996.46
JKCEMENT,2025-04-03,4892.6,5021.0,4876.3,4997.9,4992.6,15959,78961,47390,60.02,4968.13
JKCEMENT,2025-04-04,4952.15,5000.0,4903.65,4954.7,4997.9,9288,32546,18434,56.64,4952.0
JKCEMENT,2025-04-07,4799.0,4960.9,4660.7,4799.2,4954.7,65262,238921,123951,51.88,4805.4
JKCEMENT,2025-04-08,4801.0,4940.0,4777.2,4886.15,4799.2,21621,165845,132122,79.67,4873.45
JKCEMENT,2025-04-09,4895.0,4938.35,4826.65,4884.9,4886.15,12691,81052,59985,74.01,4891.38
JKCEMENT,2025-04-11,4900.0,5016.7,4852.5,4957.45,4884.9,24477,93533,43316,46.31,4947.59
JKCEMENT,2025-04-15,5097.0,5123.5,4940.1,5059.4,4957.45,23063,140523,95955,68.28,5071.57
JKCEMENT,2025-04-16,5050.6,5109.9,5024.1,5050.9,5059.4,12018,67723,46174,68.18,5055.95
JKCEMENT,2025-04-17,5037.5,5084.0,5006.8,5060.8,5050.9,13818,60368,39013,64.63,5050.85
JKCEMENT,2025-04-21,5062.0,5100.0,4985.0,5054.6,5060.8,13016,73015,47471,65.02,5056.52
JKCEMENT,2025-04-22,5053.0,5214.0,5014.0,5151.9,5054.6,34562,163035,94340,57.86,5158.08
JKCEMENT,2025-04-23,5151.9,5232.9,4960.0,5081.6,5151.9,13596,47459,20735,43.69,5118.73
JKCEMENT,2025-04-24,5116.3,5297.3,5106.3,5262.0,5081.6,41465,345824,220916,63.88,5234.7
JKCEMENT,2025-04-25,5262.0,5323.0,5181.1,5245.3,5262.0,15653,72622,24823,34.18,5246.11
JKCEMENT,2025-04-28,5275.3,5275.9,5088.7,5124.6,5245.3,15594,60168,32782,54.48,5177.14
JKCEMENT,2025-04-29,5125.0,5195.7,5040.0,5152.4,5124.6,11485,45766,16724,36.54,5117.36
JKCEMENT,2025-04-30,5132.0,5158.6,5062.8,5112.7,5152.4,12335,59636,38649,64.81,5117.98
KPITTECH,2025-04-01,1306.6,1312.95,1259.75,1270.6,1307.45,51988,745532,249101,33.41,1280.31
KPITTECH,2025-04-02,1279.1,1328.8,1266.45,1311.95,1270.6,41598,745673,218492,29.3,1292.33
KPITTECH,2025-04-03,1281.8,1284.95,1200.35,1211.1,1311.95,179111,4334432,2276492,52.52,1228.42
KPITTECH,2025-04-04,1200.95,1204.95,1115.5,1134.0,1211.1,153024,2596684,1040260,40.06,1145.75
KPITTECH,2025-04-07,1020.6,1084.9,1020.6,1065.3,1134.0,133826,2787712,1256811,45.08,1057.76
KPITTECH,2025-04-08,1090.0,1126.6,1061.1,1113.2,1065.3,104108,2319254,535183,23.08,1104.77
KPITTECH,2025-04-09,1110.0,1110.0,1063.1,1078.35,1113.2,62925,1492684,504847,33.82,1079.36
KPITTECH,2025-04-11,1130.0,1138.55,1100.05,1118.95,1078.35,77446,1271330,330508,26.0,1119.2
KPITTECH,2025-04-15,1130.0,1165.9,1130.0,1151.8,1118.95,66009,962970,343743,35.7,1152.51
KPITTECH,2025-04-16,1154.1,1169.5,1143.3,1149.2,1151.8,47393,853859,344268,40.32,1153.16
KPITTECH,2025-04-17,1140.0,1152.0,1116.1,1136.2,1149.2,72252,1419614,549727,38.72,1132.65
KPITTECH,2025-04-21,1140.0,1182.0,1137.0,1166.1,1136.2,70813,1225396,431331,35.2,1164.32
KPITTECH,2025-04-22,1168.0,1181.0,1157.0,1165.6,1166.1,39944,765770,292847,38.24,1169.01
KPITTECH,2025-04-23,1181.9,1238.6,1179.9,1228.9,1165.6,116585,2944078,816922,27.75,1217.08
KPITTECH,2025-04-24,1235.0,1237.7,1208.0,1213.6,1228.9,53678,1137209,511599,44.99,1222.44
KPITTECH,2025-04-25,1220.0,1233.8,1177.6,1221.0,1213.6,107561,1750752,680340,38.86,1207.43
KPITTECH,2025-04-28,1221.0,1277.0,1195.4,1231.2,1221.0,205803,5815225,822715,14.15,1234.17
KPITTECH,2025-04-29,1229.0,1275.0,1192.8,1264.8,1231.2,129802,4067879,1201039,29.52,1241.02
KPITTECH,2025-04-30,1269.0,1287.0,1240.0,1253.6,1264.8,87272,2214690,947574,42.79,1265.58
JINDALSTEL,2025-04-01,907.0,914.6,893.3,901.5,912.3,54648,1697338,1021446,60.18,903.13
JINDALSTEL,2025-04-02,903.0,911.7,896.5,909.55,901.5,35683,1761044,1087180,61.73,905.22
JINDALSTEL,2025-04-03,900.0,916.0,898.3,905.2,909.55,47072,1949930,1152957,59.13,904.72
JINDALSTEL,2025-04-04,898.0,908.8,845.0,850.1,905.2,100409,2878135,1258966,43.74,861.85
JINDALSTEL,2025-04-07,775.1,807.7,775.1,791.05,850.1,109829,5300335,2625778,49.54,794.03
JINDALSTEL,2025-04-08,818.6,822.75,777.7,801.85,791.05,70912,2090766,951828,45.53,798.17
JINDALSTEL,2025-04-09,790.25,793.25,770.0,786.9,801.85,75862,1877934,656223,34.94,780.98
JINDALSTEL,2025-04-11,810.0,816.8,797.8,805.65,786.9,78639,1804073,864083,47.9,808.06
JINDALSTEL,2025-04-15,825.0,850.95,821.8,845.15,805.65,40402,1818808,868031,47.73,840.07
JINDALSTEL,2025-04-16,845.15,860.0,838.55,854.25,845.15,43056,1404916,585504,41.68,846.96
JINDALSTEL,2025-04-17,851.95,895.95,848.35,881.7,854.25,81139,2842300,522644,18.39,881.3
JINDALSTEL,2025-04-21,888.0,913.95,879.05,906.4,881.7,95806,2090565,726879,34.77,900.39
JINDALSTEL,2025-04-22,917.0,923.8,907.1,914.75,906.4,58955,1941122,565557,29.14,915.43
JINDALSTEL,2025-04-23,921.0,922.0,892.65,919.05,914.75,46390,1241468,366421,29.52,911.35
JINDALSTEL,2025-04-24,917.0,926.0,903.6,908.0,919.05,45267,1578364,453061,28.7,913.3
JINDALSTEL,2025-04-25,912.0,919.0,876.05,891.8,908.0,36299,1253219,380287,30.34,893.28
JINDALSTEL,2025-04-28,895.0,912.8,889.05,907.5,891.8,23214,631588,153256,24.27,904.43
JINDALSTEL,2025-04-29,911.0,916.5,892.95,895.45,907.5,20855,519692,139271,26.8,901.9
JINDALSTEL,2025-04-30,895.55,907.8,888.4,895.65,895.45,37063,1048167,427328,40.77,898.5
LICI,2025-04-01,795.0,806.0,792.1,797.75,799.4,28019,726877,329230,45.29,799.96
LICI,2025-04-02,798.0,812.4,787.0,810.95,797.75,40669,1410244,539613,38.26,801.95
LICI,2025-04-03,808.0,819.0,803.7,815.3,810.95,28293,865788,415098,47.94,812.89
LICI,2025-04-04,815.35,817.8,786.5,792.15,815.3,38346,1130431,516391,45.68,798.22
LICI,2025-04-07,745.0,772.9,742.8,767.2,792.15,57094,1187822,459929,38.72,760.47
LICI,2025-04-08,783.0,786.0,771.1,784.8,767.2,29729,594843,207652,34.91,780.76
LICI,2025-04-09,781.05,782.0,767.0,767.7,784.8,22897,524963,229381,43.69,772.38
LICI,2025-04-11,791.0,792.0,768.0,771.05,767.7,25934,776497,383982,49.45,775.38
LICI,2025-04-15,779.0,787.35,777.5,784.3,771.05,24641,673645,365491,54.26,783.16
LICI,2025-04-16,784.0,799.4,783.5,797.65,784.3,28115,1072958,487765,45.46,794.04
LICI,2025-04-17,799.95,806.75,792.35,803.2,797.65,43777,957520,421721,44.04,800.96
LICI,2025-04-21,804.0,825.9,802.75,817.5,803.2,38632,1216066,476870,39.21,817.47
LICI,2025-04-22,820.0,827.4,813.65,821.4,817.5,32186,793714,318980,40.19,822.54
LICI,2025-04-23,823.0,826.95,809.05,820.65,821.4,32113,942633,288286,30.58,817.28
LICI,2025-04-24,816.5,824.5,812.8,815.1,820.65,25420,535849,211767,39.52,817.67
LICI,2025-04-25,819.0,829.0,787.7,791.2,815.1,48203,1202841,431519,35.87,800.21
LICI,2025-04-28,790.0,807.0,787.2,803.7,791.2,37154,874157,407056,46.57,800.72
LICI,2025-04-29,805.0,814.2,798.15,800.4,803.7,26169,670267,293648,43.81,805.58
LICI,2025-04-30,799.95,808.75,790.0,795.75,800.4,25028,798645,336663,42.15,802.27
LT,2025-04-01,3480.0,3501.6,3430.0,3436.8,3492.3,114580,1935147,1068906,55.24,3451.17
LT,2025-04-02,3433.0,3457.75,3408.0,3419.9,3436.8,73369,1338839,892450,66.66,3429.08
LT,2025-04-03,3400.0,3463.0,3393.0,3420.15,3419.9,84197,1200631,710175,59.15,3432.72
LT,2025-04-04,3400.0,3403.8,3237.3,3260.15,3420.15,156827,2366979,1446954,61.13,3275.65
LT,2025-04-07,3049.05,3090.6,2965.3,3068.5,3260.15,422707,4953864,2860181,57.74,3047.0
LT,2025-04-08,3124.95,3193.9,3092.7,3161.1,3068.5,140046,2877816,1155284,40.14,3147.02
LT,2025-04-09,3158.8,3158.8,3048.0,3054.15,3161.1,256046,4451381,3393437,76.23,3083.63
LT,2025-04-11,3114.0,3157.0,3100.15,3115.95,3054.15,132571,3979116,2981651,74.93,3123.53
LT,2025-04-15,3180.0,3272.0,3176.1,3257.6,3115.95,113498,2161492,1298477,60.07,3247.57
LT,2025-04-16,3270.0,3276.8,3224.1,3227.7,3257.6,112383,1578260,888042,56.27,3248.34
LT,2025-04-17,3214.1,3249.9,3162.4,3247.3,3227.7,168832,3209331,1769268,55.13,3206.57
LT,2025-04-21,3249.5,3290.0,3225.1,3280.5,3247.3,101664,1643003,913309,55.59,3273.52
LT,2025-04-22,3280.0,3285.0,3248.0,3257.8,3280.5,100788,2060322,1336329,64.86,3266.83
LT,2025-04-23,3275.4,3315.0,3266.7,3301.0,3257.8,103277,2381699,1436616,60.32,3291.24
LT,2025-04-24,3307.0,3307.0,3280.0,3300.6,3301.0,72609,1993448,1296467,65.04,3293.25
LT,2025-04-25,3310.0,3335.7,3230.1,3272.1,3300.6,133465,2004819,1201395,59.93,3272.54
LT,2025-04-28,3260.0,3350.8,3254.8,3327.3,3272.1,82707,1689485,943227,55.83,3317.89
LT,2025-04-29,3335.0,3376.4,3315.0,3322.3,3327.3,120139,1843861,1050758,56.99,3338.97
LT,2025-04-30,3324.0,3355.0,3303.3,3341.0,3322.3,113823,1930714,1314833,68.1,3341.49
KALYANKJIL,2025-04-01,467.5,469.5,452.6,458.05,467.25,66733,4813861,871241,18.1,460.17
KALYANKJIL,2025-04-02,460.2,518.4,459.45,511.1,458.05,307599,38537731,4425308,11.48,497.01
KALYANKJIL,2025-04-03,502.5,516.9,497.9,509.1,511.1,174261,16010829,1577312,9.85,508.53
KALYANKJIL,2025-04-04,506.1,508.0,481.15,487.15,509.1,106665,8666363,1096488,12.65,490.75
KALYANKJIL,2025-04-07,443.05,492.0,443.05,486.3,487.15,125985,10031988,1096980,10.93,473.61
KALYANKJIL,2025-04-08,500.0,505.0,483.6,492.3,486.3,91686,7793425,869088,11.15,492.14
KALYANKJIL,2025-04-09,493.0,498.7,482.25,494.05,492.3,64516,4738177,1049980,22.16,489.48
KALYANKJIL,2025-04-11,501.7,517.2,495.05,510.75,494.05,111950,9258081,1812222,19.57,507.53
KALYANKJIL,2025-04-15,518.05,523.95,511.45,514.15,510.75,73997,5595619,1221907,21.84,517.5
KALYANKJIL,2025-04-16,514.15,529.0,512.8,525.35,514.15,78150,6297239,1374865,21.83,523.98
KALYANKJIL,2025-04-17,525.25,533.3,516.2,524.65,525.35,72835,5628907,820139,14.57,524.43
KALYANKJIL,2025-04-21,527.75,535.5,522.0,529.15,524.65,59616,4668209,1276344,27.34,529.6
KALYANKJIL,2025-04-22,532.0,539.15,521.6,525.0,529.15,60065,4707881,1005381,21.36,531.2
KALYANKJIL,2025-04-23,528.6,545.4,518.95,538.0,525.0,74092,6814548,1536352,22.55,530.74
KALYANKJIL,2025-04-24,536.0,536.0,517.45,519.8,538.0,74788,4969546,1485672,29.9,526.64
KALYANKJIL,2025-04-25,523.0,526.05,495.2,501.25,519.8,83496,5186211,829909,16.0,506.37
KALYANKJIL,2025-04-28,501.2,525.6,501.0,518.2,501.25,100125,7718095,1182831,15.33,518.63
KALYANKJIL,2025-04-29,520.95,523.0,514.5,518.2,518.2,46363,3263583,829011,25.4,518.18
KALYANKJIL,2025-04-30,519.85,522.85,511.4,516.55,518.2,47003,3230049,897336,27.78,517.9
LICHSGFIN,2025-04-01,561.5,568.6,557.3,561.45,563.85,20871,574944,224115,38.98,562.3
LICHSGFIN,2025-04-02,562.95,566.6,552.0,565.65,561.45,17567,688464,252395,36.66,559.51
LICHSGFIN,2025-04-03,560.0,579.9,559.5,573.3,565.65,43577,1663351,812294,48.83,573.62
LICHSGFIN,2025-04-04,575.0,577.0,557.55,561.85,573.3,25548,1073812,511401,47.62,566.28
LICHSGFIN,2025-04-07,534.0,549.5,522.65,543.75,561.85,59577,2930918,1510521,51.54,538.8
LICHSGFIN,2025-04-08,555.7,576.8,555.35,565.85,543.75,84326,4244758,2328318,54.85,567.4
LICHSGFIN,2025-04-09,563.0,566.25,544.55,556.35,565.85,50908,2505800,1132031,45.18,555.67
LICHSGFIN,2025-04-11,568.9,571.1,557.35,559.65,556.35,28697,1498360,718966,47.98,562.76
LICHSGFIN,2025-04-15,567.4,589.15,563.05,587.85,559.65,52470,2009461,819129,40.76,581.52
LICHSGFIN,2025-04-16,590.0,598.3,587.45,593.95,587.85,41734,2344820,988806,42.17,594.11
LICHSGFIN,2025-04-17,597.9,607.7,595.0,604.45,593.95,52011,2253697,1138018,50.5,603.29
LICHSGFIN,2025-04-21,610.0,619.05,605.0,606.35,604.45,45347,2248648,1195118,53.15,611.08
LICHSGFIN,2025-04-22,608.1,615.25,603.0,608.9,606.35,43476,1405480,745829,53.07,610.89
LICHSGFIN,2025-04-23,610.55,614.35,595.6,613.7,608.9,34996,1221212,485238,39.73,607.21
LICHSGFIN,2025-04-24,614.0,623.9,612.05,613.65,613.7,49873,2029135,942791,46.46,616.56
LICHSGFIN,2025-04-25,616.2,618.6,586.35,592.2,613.65,38344,1351835,517035,38.25,598.17
LICHSGFIN,2025-04-28,595.35,610.4,593.5,609.45,592.2,44233,1560852,731108,46.84,604.78
LICHSGFIN,2025-04-29,615.0,625.9,604.2,606.8,609.45,61644,1985066,820027,41.31,615.4
LICHSGFIN,2025-04-30,605.2,610.2,597.85,600.95,606.8,30475,1307908,720561,55.09,604.84
KOTAKBANK,2025-04-01,2174.3,2178.5,2135.9,2145.9,2171.2,122843,3750939,2350347,62.66,2149.86
KOTAKBANK,2025-04-02,2141.0,2160.65,2139.65,2154.6,2145.9,102003,2132192,1671374,78.39,2150.02
KOTAKBANK,2025-04-03,2129.0,2151.7,2127.15,2132.6,2154.6,98442,1694038,1219957,72.01,2135.58
KOTAKBANK,2025-04-04,2130.9,2146.3,2118.15,2131.95,2132.6,206429,3788403,2778185,73.33,2129.73
KOTAKBANK,2025-04-07,2018.7,2083.6,2000.8,2037.85,2131.95,261737,7139049,4778049,66.93,2038.18
KOTAKBANK,2025-04-08,2062.45,2079.9,2038.0,2055.15,2037.85,147239,4094339,2448594,59.8,2055.65
KOTAKBANK,2025-04-09,2054.0,2065.0,2042.1,2052.7,2055.15,178642,3919578,2644850,67.48,2056.16
KOTAKBANK,2025-04-11,2065.0,2139.5,2058.5,2111.2,2052.7,172272,5594689,3770835,67.4,2112.97
KOTAKBANK,2025-04-15,2145.0,2147.0,2099.6,2120.2,2111.2,152731,5635664,3811548,67.63,2117.6
KOTAKBANK,2025-04-16,2120.0,2151.6,2113.3,2123.4,2120.2,157692,2899779,1808270,62.36,2126.56
KOTAKBANK,2025-04-17,2115.0,2193.9,2097.7,2188.1,2123.4,226452,5388632,3318530,61.58,2156.5
KOTAKBANK,2025-04-21,2195.0,2261.2,2175.4,2241.4,2188.1,225372,4886498,3129368,64.04,2233.48
KOTAKBANK,2025-04-22,2249.0,2301.9,2245.4,2268.8,2241.4,184168,6732983,4635792,68.85,2281.09
KOTAKBANK,2025-04-23,2285.0,2290.0,2220.0,2227.0,2268.8,127032,3523879,2458197,69.76,2240.21
KOTAKBANK,2025-04-24,2218.0,2237.9,2213.7,2223.0,2227.0,127119,4168537,2644360,63.44,2226.32
KOTAKBANK,2025-04-25,2220.0,2233.4,2178.2,2204.4,2223.0,102382,2136003,1238134,57.96,2199.67
KOTAKBANK,2025-04-28,2197.0,2231.8,2189.4,2225.6,2204.4,135201,2438178,1496152,61.36,2223.61
KOTAKBANK,2025-04-29,2225.6,2247.0,2198.8,2205.0,2225.6,115735,3058265,1802742,58.95,2219.34
KOTAKBANK,2025-04-30,2213.9,2231.0,2188.2,2208.1,2205.0,167166,4622917,3008971,65.09,2213.18
LTIM,2025-04-01,4474.6,4483.45,4375.0,4426.6,4491.35,34314,230709,87548,37.95,4427.19
LTIM,2025-04-02,4449.75,4508.95,4396.6,4499.9,4426.6,38030,269265,132479,49.2,4451.89
LTIM,2025-04-03,4391.0,4450.0,4303.5,4341.95,4499.9,57756,505177,245634,48.62,4359.8
LTIM,2025-04-04,4310.0,4346.0,4101.0,4136.25,4341.95,73724,661108,358563,54.24,4173.58
LTIM,2025-04-07,3900.0,4100.0,3802.0,4057.15,4136.25,62953,433019,149269,34.47,3982.25
LTIM,2025-04-08,4170.45,4237.45,4062.8,4175.85,4057.15,45023,390791,169057,43.26,4159.79
LTIM,2025-04-09,4114.75,4171.6,4024.75,4107.85,4175.85,46705,564545,296504,52.52,4098.52
LTIM,2025-04-11,4236.35,4253.25,4167.05,4240.8,4107.85,44111,473127,253961,53.68,4220.1
LTIM,2025-04-15,4326.0,4328.0,4240.8,4317.6,4240.8,41834,344488,193982,56.31,4296.65
LTIM,2025-04-16,4308.1,4329.5,4255.0,4276.3,4317.6,33423,254885,144659,56.75,4285.42
LTIM,2025-04-17,4150.0,4231.5,4040.1,4191.9,4276.3,84251,783069,307508,39.27,4146.81
LTIM,2025-04-21,4210.0,4350.0,4200.0,4297.4,4191.9,76063,556193,299258,53.8,4290.45
LTIM,2025-04-22,4300.0,4360.0,4248.1,4320.4,4297.4,63930,551413,288079,52.24,4316.47
LTIM,2025-04-23,4400.0,4560.0,4399.9,4536.7,4320.4,114343,1156118,428776,37.09,4504.02
LTIM,2025-04-24,4585.0,4589.8,4446.3,4533.8,4536.7,91779,1019766,328824,32.25,4513.98
LTIM,2025-04-25,4525.1,4599.8,4446.3,4498.3,4533.8,50895,589535,208916,35.44,4521.39
LTIM,2025-04-28,4510.0,4529.9,4412.2,4486.7,4498.3,28611,246396,68854,27.94,4481.43
LTIM,2025-04-29,4495.0,4645.0,4495.0,4598.1,4486.7,45432,446566,179368,40.17,4586.36
LTIM,2025-04-30,4598.0,4644.4,4557.1,4586.5,4598.1,27619,299487,152635,50.97,4601.13
LTF,2025-04-01,151.5,154.39,149.19,150.9,153.22,22871,2293910,758885,33.08,151.26
LTF,2025-04-02,152.35,152.56,149.62,151.88,150.9,19097,1515678,485826,32.05,151.5
LTF,2025-04-03,150.0,154.4,150.0,153.97,151.88,14713,1807259,553242,30.61,153.13
LTF,2025-04-04,153.9,154.89,148.92,153.72,153.97,30742,5623702,1475162,26.23,152.05
LTF,2025-04-07,140.0,149.5,140.0,148.57,153.72,37662,3978490,1413819,35.54,146.52
LTF,2025-04-08,151.53,155.0,151.42,154.37,148.57,37332,5252832,1810804,34.47,153.7
LTF,2025-04-09,151.5,154.45,149.1,153.34,154.37,21645,2411800,619175,25.67,152.34
LTF,2025-04-11,157.1,157.59,154.27,155.46,153.34,18655,2824478,1256208,44.48,155.4
LTF,2025-04-15,157.0,159.0,156.01,158.64,155.46,30789,3713269,1916922,51.62,157.47
LTF,2025-04-16,159.5,159.88,157.38,158.6,158.64,27621,3312068,1188758,35.89,158.55
LTF,2025-04-17,159.0,165.35,158.0,163.69,158.6,52580,8873598,2733616,30.81,162.8
LTF,2025-04-21,165.0,172.99,165.0,171.26,163.69,85271,15861941,7786645,49.09,170.21
LTF,2025-04-22,171.81,174.69,169.44,173.33,171.26,44330,7861475,3420687,43.51,172.51
LTF,2025-04-23,173.65,180.7,173.33,180.04,173.33,72495,12980307,6344339,48.88,177.45
LTF,2025-04-24,180.0,182.14,178.92,179.57,180.04,47661,10991635,6617977,60.21,179.98
LTF,2025-04-25,179.5,180.09,171.11,172.99,179.57,57436,8757102,3418307,39.03,173.75
LTF,2025-04-28,162.7,169.1,158.2,167.66,172.99,101334,19860635,3864117,19.46,164.68
LTF,2025-04-29,167.5,169.11,165.0,167.83,167.66,45622,7647849,1611995,21.08,166.79
LTF,2025-04-30,167.42,167.99,163.6,164.17,167.83,37268,5934900,1935345,32.61,165.85
LUPIN,2025-04-01,2017.65,2021.95,1944.05,1955.4,2027.95,67273,1111639,646586,58.17,1971.47
LUPIN,2025-04-02,1959.25,2019.5,1938.55,2009.7,1955.4,65316,1464336,960397,65.59,1994.75
LUPIN,2025-04-03,2100.0,2150.0,2070.05,2095.7,2009.7,174918,3329584,1323490,39.75,2106.44
LUPIN,2025-04-04,2089.95,2089.95,1916.0,1971.05,2095.7,273364,3086633,1351538,43.79,1970.43
LUPIN,2025-04-07,1795.2,1956.95,1795.2,1923.05,1971.05,113732,1989646,1109308,55.75,1918.65
LUPIN,2025-04-08,1931.1,1991.4,1925.35,1982.65,1923.05,56538,796915,421652,52.91,1966.12
LUPIN,2025-04-09,1935.0,1939.25,1908.0,1919.7,1982.65,59306,1112795,582526,52.35,1922.87
LUPIN,2025-04-11,2010.65,2018.65,1950.0,1969.25,1919.7,79801,1084881,572848,52.8,1976.09
LUPIN,2025-04-15,2030.0,2030.0,1980.3,2012.8,1969.25,59803,1250417,929248,74.32,2004.42
LUPIN,2025-04-16,2008.2,2029.2,1921.0,1934.2,2012.8,115285,2011566,1000546,49.74,1954.23
LUPIN,2025-04-17,1935.0,1961.9,1922.1,1937.2,1934.2,68071,1443207,739629,51.25,1938.66
LUPIN,2025-04-21,1954.2,2014.6,1928.4,2009.2,1937.2,63808,966828,496075,51.31,1986.58
LUPIN,2025-04-22,2003.0,2061.0,1987.0,2046.7,2009.2,48830,1256110,583351,46.44,2041.21
LUPIN,2025-04-23,2052.0,2104.1,2033.9,2089.5,2046.7,65709,1092068,477067,43.68,2084.01
LUPIN,2025-04-24,2089.6,2149.5,2082.5,2104.1,2089.5,92941,1580520,547710,34.65,2116.24
LUPIN,2025-04-25,2110.8,2124.9,2011.2,2019.6,2104.1,43166,725961,288285,39.71,2045.01
LUPIN,2025-04-28,2019.6,2119.0,2015.1,2105.4,2019.6,64723,1393395,705052,50.6,2097.92
LUPIN,2025-04-29,2107.7,2115.9,2053.2,2067.1,2105.4,44504,1122651,712790,63.49,2080.49
LUPIN,2025-04-30,2071.0,2117.0,2070.9,2095.6,2067.1,51163,1018611,551737,54.17,2098.03
LTTS,2025-04-01,4487.75,4599.85,4480.85,4563.1,4501.7,21258,127585,49637,38.91,4550.66
LTTS,2025-04-02,4572.0,4659.5,4500.0,4635.75,4563.1,17666,85955,36981,43.02,4611.05
LTTS,2025-04-03,4567.0,4567.0,4416.8,4458.5,4635.75,23842,130276,51289,39.37,4477.83
LTTS,2025-04-04,4322.0,4412.7,4261.0,4274.2,4458.5,24665,104284,42236,40.5,4310.45
LTTS,2025-04-07,4000.0,4128.55,3966.0,4083.6,4274.2,25459,115209,35262,30.61,4045.34
LTTS,2025-04-08,4175.0,4206.6,4061.0,4102.15,4083.6,21363,119357,45810,38.38,4113.19
LTTS,2025-04-09,4060.0,4110.65,3991.0,4089.55,4102.15,14754,63134,26586,42.11,4054.67
LTTS,2025-04-11,4200.0,4237.1,4105.45,4132.25,4089.55,17886,75906,30537,40.23,4163.77
LTTS,2025-04-15,4179.0,4365.8,4175.0,4354.0,4132.25,22255,86793,42210,48.63,4308.46
LTTS,2025-04-16,4354.0,4393.4,4225.0,4235.8,4354.0,21494,106900,52494,49.11,4270.52
LTTS,2025-04-17,4200.0,4253.3,4112.2,4234.5,4235.8,25791,119768,40703,33.98,4189.83
LTTS,2025-04-21,4234.5,4375.7,4216.1,4365.5,4234.5,24343,214959,137807,64.11,4326.17
LTTS,2025-04-22,4370.0,4430.0,4320.0,4401.3,4365.5,25201,100164,53380,53.29,4399.93
LTTS,2025-04-23,4460.0,4562.0,4444.0,4451.4,4401.3,52528,312674,190701,60.99,4475.11
LTTS,2025-04-24,4451.4,4495.0,4413.8,4477.9,4451.4,27828,160141,72680,45.39,4465.9
LTTS,2025-04-25,4310.0,4347.9,4164.9,4256.1,4477.9,70975,628378,217952,34.68,4233.85
LTTS,2025-04-28,4256.1,4257.0,4150.0,4185.6,4256.1,42688,267128,141333,52.91,4179.34
LTTS,2025-04-29,4195.0,4235.0,4135.1,4185.2,4185.6,30498,205571,91015,44.27,4179.71
LTTS,2025-04-30,4185.0,4297.0,4150.0,4257.1,4185.2,26218,153671,75979,49.44,4239.34
LAURUSLABS,2025-04-01,611.0,617.8,594.95,598.9,613.4,36829,1348993,641940,47.59,604.89
LAURUSLABS,2025-04-02,604.0,610.85,594.5,609.05,598.9,21131,876865,348011,39.69,605.04
LAURUSLABS,2025-04-03,620.15,638.9,611.15,620.65,609.05,65700,3744040,1244073,33.23,623.94
LAURUSLABS,2025-04-04,620.65,621.8,561.5,574.45,620.65,149059,7286175,1630901,22.38,576.64
LAURUSLABS,2025-04-07,518.0,566.05,517.65,561.25,574.45,67308,3409016,1283380,37.65,550.56
LAURUSLABS,2025-04-08,579.0,595.0,563.45,579.25,561.25,38187,1673248,529921,31.67,574.43
LAURUSLABS,2025-04-09,564.25,575.2,551.0,564.25,579.25,49479,2417850,700346,28.97,563.19
LAURUSLABS,2025-04-11,585.0,608.0,576.9,605.85,564.25,66636,3439063,990947,28.81,598.14
LAURUSLABS,2025-04-15,611.55,626.15,608.8,625.15,605.85,55474,1956047,714531,36.53,619.32
LAURUSLABS,2025-04-16,625.5,634.25,621.0,626.9,625.15,42359,1832047,840488,45.88,626.9
